price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
"$3,780,000",5830,2,1,1,yes,no,no,no,no,2,no,unfurnished
"$3,780,000",2856,3,1,3,yes,no,no,no,no,0,yes,furnished
"$3,780,000",8400,2,1,1,yes,no,no,no,no,1,no,furnished
"$3,773,000",8250,3,1,1,yes,no,no,no,no,2,no,furnished
"$3,773,000",2520,5,2,1,no,no,yes,no,yes,1,no,furnished
"$3,773,000",6930,4,1,2,no,no,no,no,no,1,no,furnished
"$3,745,000",3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
"$3,710,000",3600,3,1,1,yes,no,no,no,no,1,no,unfurnished
"$3,710,000",4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,710,000",6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,710,000",4050,2,1,1,yes,no,no,no,no,0,no,furnished
"$3,710,000",3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
"$3,703,000",3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
"$3,703,000",5450,2,1,1,yes,no,no,no,no,0,no,furnished
"$3,675,000",3630,2,1,1,yes,no,yes,no,no,0,no,furnished
"$3,675,000",3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished
"$3,675,000",5640,2,1,1,no,no,no,no,no,0,no,semi-furnished
"$3,675,000",3600,2,1,1,yes,no,no,no,no,0,no,furnished
"$3,640,000",4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
"$3,640,000",3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
"$3,640,000",3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
"$3,640,000",3000,2,1,2,yes,no,no,no,yes,0,no,furnished
"$3,640,000",3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
"$3,640,000",5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
"$3,640,000",4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
"$3,640,000",2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
"$3,640,000",2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
"$3,633,000",3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
"$3,605,000",4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,605,000",4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
"$3,570,000",3150,3,1,2,yes,no,yes,no,no,0,no,furnished
"$3,570,000",4500,4,2,2,yes,no,yes,no,no,2,no,furnished
"$3,570,000",4500,2,1,1,no,no,no,no,no,0,no,furnished
"$3,570,000",3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,535,000",3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
"$3,500,000",4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
"$3,500,000",3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,500,000",4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
"$3,500,000",2135,3,2,2,no,no,no,no,no,0,no,unfurnished
"$3,500,000",3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
"$3,500,000",3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
"$3,500,000",7424,3,1,1,no,no,no,no,no,0,no,unfurnished
"$3,500,000",3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
"$3,500,000",3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
"$3,500,000",3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
"$3,500,000",5900,2,1,1,yes,no,no,no,no,1,no,furnished
"$3,500,000",3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
"$3,500,000",7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
"$3,500,000",3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
"$3,500,000",9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
"$3,500,000",5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,500,000",12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,493,000",4900,3,1,2,no,no,no,no,no,0,no,unfurnished
"$3,465,000",3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,465,000",5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
"$3,465,000",2145,3,1,3,yes,no,no,no,no,0,yes,furnished
"$3,430,000",4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,430,000",3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
"$3,430,000",3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,430,000",2145,3,1,3,yes,no,no,no,no,0,yes,furnished
"$3,430,000",2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
"$3,430,000",1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
"$3,423,000",4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,395,000",4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
"$3,395,000",3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
"$3,395,000",3640,2,1,1,yes,no,no,no,no,0,no,furnished
"$3,360,000",3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
"$3,360,000",4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
"$3,360,000",4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,360,000",4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,360,000",3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
"$3,360,000",3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,360,000",3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
"$3,360,000",3185,2,1,1,yes,no,yes,no,no,2,no,furnished
"$3,353,000",2700,3,1,1,no,no,no,no,no,0,no,furnished
"$3,332,000",2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
"$3,325,000",4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
"$3,325,000",4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,290,000",2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
"$3,290,000",3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
"$3,290,000",6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
"$3,290,000",3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
"$3,290,000",3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
"$3,290,000",4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,290,000",2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
"$3,290,000",5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
"$3,255,000",4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
"$3,255,000",3930,2,1,1,no,no,no,no,no,0,no,unfurnished
"$3,234,000",3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
"$3,220,000",4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,220,000",2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
"$3,220,000",4320,3,1,1,no,no,no,no,no,1,no,unfurnished
"$3,220,000",3120,3,1,2,no,no,no,no,no,0,no,furnished
"$3,150,000",3450,1,1,1,yes,no,no,no,no,0,no,furnished
"$3,150,000",3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
"$3,150,000",3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
"$3,150,000",4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
"$3,150,000",1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
"$3,150,000",3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
"$3,150,000",6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,150,000",9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
"$3,150,000",3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
"$3,143,000",4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
"$3,129,000",5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
"$3,118,850",2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
"$3,115,000",3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
"$3,115,000",3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,115,000",3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,087,000",8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
"$3,080,000",4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
"$3,080,000",2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
"$3,080,000",3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
"$3,080,000",4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
"$3,045,000",3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$3,010,000",3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
"$3,010,000",3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
"$3,010,000",2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,010,000",4600,2,1,1,yes,no,no,no,no,0,no,furnished
"$3,010,000",5076,3,1,1,no,no,no,no,no,0,no,unfurnished
"$3,010,000",3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,010,000",3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
"$3,003,000",8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,975,000",4352,4,1,2,no,no,no,no,no,1,no,unfurnished
"$2,961,000",3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
"$2,940,000",5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
"$2,940,000",4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,940,000",3600,3,1,2,no,no,no,no,no,1,no,unfurnished
"$2,940,000",3660,4,1,2,no,no,no,no,no,0,no,unfurnished
"$2,940,000",3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
"$2,940,000",2700,2,1,1,no,no,no,no,no,0,no,furnished
"$2,940,000",3150,3,1,2,no,no,no,no,no,0,no,unfurnished
"$2,940,000",6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
"$2,870,000",3040,2,1,1,no,no,no,no,no,0,no,unfurnished
"$2,870,000",3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,870,000",6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$2,870,000",5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
"$2,852,500",5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
"$2,835,000",3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
"$2,835,000",4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
"$2,835,000",2640,2,1,1,no,no,no,no,no,1,no,furnished
"$2,800,000",2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
"$2,800,000",3960,3,1,1,yes,no,no,no,no,0,no,furnished
"$2,730,000",6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,730,000",4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
"$2,695,000",4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,660,000",3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,660,000",2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
"$2,660,000",3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
"$2,660,000",2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,660,000",2430,3,1,1,no,no,no,no,no,0,no,unfurnished
"$2,660,000",3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
"$2,660,000",4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
"$2,653,000",3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
"$2,653,000",4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
"$2,604,000",2910,2,1,1,no,no,no,no,no,0,no,unfurnished
"$2,590,000",3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,590,000",4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,590,000",3600,2,2,2,yes,no,yes,no,no,1,no,furnished
"$2,520,000",2880,3,1,1,no,no,no,no,no,0,no,unfurnished
"$2,520,000",3180,3,1,1,no,no,no,no,no,0,no,unfurnished
"$2,520,000",3000,2,1,2,yes,no,no,no,no,0,no,furnished
"$2,485,000",4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$2,485,000",3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
"$2,450,000",3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
"$2,450,000",3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
"$2,450,000",3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
"$2,450,000",3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
"$2,450,000",4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
"$2,450,000",7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,408,000",3635,2,1,1,no,no,no,no,no,0,no,unfurnished
"$2,380,000",2475,3,1,2,yes,no,no,no,no,0,no,furnished
"$2,380,000",2787,4,2,2,yes,no,no,no,no,0,no,furnished
"$2,380,000",3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,345,000",3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,310,000",3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$2,275,000",1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
"$2,275,000",3970,1,1,1,no,no,no,no,no,0,no,unfurnished
"$2,275,000",3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
"$2,240,000",1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
"$2,233,000",5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
"$2,135,000",3000,2,1,1,no,no,no,no,no,0,no,unfurnished
"$2,100,000",2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$2,100,000",3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
"$2,100,000",3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
"$1,960,000",3420,5,1,2,no,no,no,no,no,0,no,unfurnished
"$1,890,000",1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$1,890,000",3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$1,855,000",2990,2,1,1,no,no,no,no,no,1,no,unfurnished
"$1,820,000",3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
"$1,767,150",2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
"$1,750,000",3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
"$1,750,000",2910,3,1,1,no,no,no,no,no,0,no,furnished
"$1,750,000",3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"$4,766,729",,,,,,,,,,,,
